property_type,state,lat,lon,area_m2,price_usd
house,,46.64968,38.39782,378.4,$61378.97
house,,56.170028,34.5735627,194.2,$255382.76
house,,,130.39528,260.2,$299265.17
apartment,,9.891058,-84.081696,477.2,$252580.40
apartment,,-1.5697615,110.5215459,109.9,$34015.81
apartment,,-6.9757129,107.5801033,438.2,$147392.31
house,,32.240853,120.2326771,187.6,$142885.21
apartment,,35.237207,102.827734,477.8,$174857.93
house,,-8.1714502,114.2806558,297.5,$213106.82
apartment,,-26.58333,-59.8,442.6,$230821.42
house,,14.4050979,100.464947,104.7,$155044.67
apartment,,36.7310107,136.6975386,115.6,$287520.63
apartment,,38.6002411,,414.9,$51366.23
house,,,140.9969841,407.9,$230504.66
house,,9.9044207,105.1668326,201.2,$268813.64
apartment,Västra Götaland,57.708657,12.0447568,249.8,$83388.70
apartment,,36.813546,118.055019,361.5,$48474.95
house,,32.4464635,62.1454133,306.5,$140255.69
house,Champagne-Ardenne,48.5202109,3.6973504,296.5,$260281.51
apartment,Ontario,46.150266,-67.6033952,300.4,$37702.25
apartment,,10.5925289,14.3210095,148.5,$261578.43
apartment,England,53.2945961,-0.9335791,399.5,$106527.12
apartment,,37.2425649,111.8568586,419.6,$147778.58
house,,,20.2153721,165.9,$109964.86
house,,53.3870149,-6.2057463,313.2,$64670.36
house,Provence-Alpes-Côte d'Azur,43.9307146,4.8743415,441.4,$144043.90
apartment,Évora,38.2170269,-7.5422129,163.7,$229188.68
house,,,-73.667793,336.4,$90262.81
house,,23.076233,113.86913,323.8,$43271.06
apartment,,-7.2929068,107.2666396,360.5,$112742.43
apartment,,-7.3170603,109.2891005,387.7,$76339.28
house,,-34.1998816,22.104272,232.9,$77484.22
apartment,Stockholm,59.322194,18.0694479,163.1,$197950.17
house,,-21.203385,-50.4439728,285.8,$280997.67
house,,15.1089475,,344.2,$71054.53
apartment,,,14.0545902,119.3,$268227.75
apartment,,54.8732209,69.1505479,146.1,$195109.87
apartment,Stockholm,59.3778462,18.0367294,477.6,$105008.42
apartment,,23.104725,,346.9,$233134.92
apartment,,23.175746,113.2539198,144.5,$214425.44
house,,,34.1098425,133.1,$50359.21
apartment,,-18.998706,-47.058302,169.4,$189606.47
apartment,,46.0473698,16.9785233,194.9,$96696.65
apartment,,35.4394848,139.3722959,470.8,$265134.12
house,,5.9691815,121.1252136,368.3,$163154.66
apartment,,37.646108,120.477813,302.7,$292878.99
house,Florida,42.4395419,-83.3155257,126.9,$45678.99
apartment,,52.1105349,17.3756471,304.4,$177853.86
apartment,,-25.5085286,-54.6753231,96.8,$297110.36
house,,50.7798051,15.8470487,251.6,$224510.92
apartment,,7.8941941,7.0659783,331.7,$226694.28
apartment,,3.6135482,98.5025286,295.6,$291078.13
house,,15.5042253,121.0290305,307.6,$134875.87
house,,13.9192331,121.4256292,376.3,$74114.90
apartment,,11.4218134,122.6653777,324.9,$259638.39
house,,-8.5764876,115.2164037,156.9,$295188.67
apartment,,22.251924,,318.9,$215358.45
house,,17.3798237,104.6821048,116.2,$121542.40
apartment,,25.60162,103.817356,390.3,$275623.73
house,Skåne,55.8893778,12.8237518,258.1,$179074.93
house,Gävleborg,61.3066824,17.0542559,217.7,$59417.62
apartment,,54.4762327,26.3981493,360.3,$74240.10
apartment,,-1.7232202,105.471249,154.9,$64313.14
apartment,Florida,30.4124334,-84.2831162,397.3,$191196.93
house,Florida,25.6387878,-80.3073826,329.5,$101341.18
apartment,,30.63166,114.040353,115.1,$129644.80
house,,28.214419,121.293705,191.9,$197693.10
house,,34.8148172,135.7683696,89.6,$23791.12
house,Uppsala,59.8621021,17.6271867,219.9,$258808.52
apartment,,44.829819,34.915084,336.7,$31650.32
house,Île-de-France,49.039076,2.074954,427.3,$156875.82
apartment,Viana do Castelo,42.048319,-8.4995497,282.7,$103401.07
house,,,-78.0552079,308.5,$98430.76
house,,32.993182,110.425983,343.7,$31875.65
apartment,,,17.3525487,428.7,$271516.86
apartment,,-6.59278,106.51306,117.5,$181029.97
house,Centre,45.70734,5.534063,194.4,$119585.54
house,,52.1155638,16.3514938,235.7,$168674.68
apartment,,34.016449,64.5266446,227.2,$129957.88
apartment,,-9.4355285,119.2627176,226.5,$275104.02
apartment,Troms,69.63186,18.9221,227.6,$236518.44
house,,50.2577508,58.432675,195.2,$243273.28
house,,-4.5204349,-69.9550338,240.6,$252491.59
apartment,,27.719827,106.929757,364.9,$106110.35
house,,-25.2855091,-57.1746259,89.1,$115374.65
apartment,,27.9593333,-82.7996813,220.1,$254749.19
house,Provincie Friesland,53.2012042,,82.2,$222094.20
apartment,,34.91914,71.09863,368.6,$97386.68
apartment,,55.868922,38.2017201,426.1,$135857.71
house,,30.619516,110.400306,342.3,$117314.03
apartment,,34.5057425,134.2087936,189.0,$203682.94
apartment,,-22.1678006,166.4574811,482.1,$288000.53
house,,8.5531389,123.7669004,469.4,$222828.41
house,Stockholm,,18.0576664,235.7,$60910.32
house,,51.0836752,28.4004787,258.7,$51978.05
house,Győr-Moson-Sopron,46.3744902,17.7857168,93.7,$149544.40
house,,8.3331847,123.8426301,227.3,$97869.59
house,,36.730406,101.196484,227.4,$37933.57
apartment,,-13.6332,-72.232262,441.8,$292513.77
apartment,,35.8042947,69.2877535,223.7,$102464.00
house,,-34.5430068,-58.4754447,290.5,$131473.40
apartment,,34.746611,113.625328,357.8,$205638.02
apartment,,4.974252,-74.291386,326.7,$131434.52
house,Durango,32.463219,-116.827715,435.5,$280970.96
house,,39.978848,119.775799,262.7,$55125.82
house,,27.6644011,85.3187914,242.0,$287940.58
house,,38.062428,114.645657,499.8,$243072.90
house,,-3.9164982,119.7397084,364.9,$74619.32
apartment,Sonora,25.8007724,-100.4277766,259.3,$99708.33
apartment,,40.7031503,43.7750216,490.1,$104840.70
house,,48.8334498,24.5221952,286.4,$169671.77
apartment,,-15.4996879,-70.129653,87.5,$183218.40
house,,23.085029,113.294302,310.7,$187662.34
house,Île-de-France,48.6843964,2.2924369,205.1,$187151.75
house,,-23.3866812,-48.7218983,246.3,$197170.78
apartment,,45.0058742,39.06949,368.3,$245559.58
apartment,,-32.6626805,-58.1295074,294.7,$299166.54
house,,50.6227967,16.4623415,389.8,$67259.91
apartment,Lisboa,38.7121599,-9.4356652,209.1,$240870.74
house,,9.546414,122.521763,279.1,$88959.93
house,,3.6527376,,342.0,$267766.07
house,Porto,41.3088566,-8.6765618,389.0,$231780.55
house,Picardie,49.4263976,2.0887457,245.3,$147112.06
house,,-8.1135472,112.3367573,143.1,$257677.83
house,,53.3857827,14.4620917,246.5,$222553.35
house,British Columbia,,-123.75903,183.2,$202966.09
house,,-26.1447959,-49.2435998,190.8,$250070.21
house,,54.5107844,53.4440122,202.6,$93976.16
house,Västerbotten,,20.2147861,104.7,$123708.90
apartment,,38.4361809,57.4287899,440.0,$67195.28
apartment,,,114.827038,406.9,$260605.22
apartment,,13.869601,124.3090475,368.7,$81223.82
apartment,,12.6226118,9.3839598,297.7,$170594.60
apartment,,,5.169545,428.0,$111719.31
house,,-9.483333,-72.716667,125.8,$122293.94
apartment,,40.425649,-3.6721577,127.3,$261841.30
apartment,Ilha Terceira,38.659618,-27.241708,171.9,$91202.60
house,Västra Götaland,58.276821,12.3176309,437.1,$84119.58
house,Provincie Zuid-Holland,51.7783026,4.693265,443.8,$153699.15
apartment,,28.074649,119.141473,278.6,$144165.19
house,,50.05998,21.8324138,99.6,$45605.34
apartment,,-0.4978509,117.1448579,337.4,$241048.27
apartment,,-7.3427222,112.7613933,353.6,$281618.86
house,,8.5052219,125.9753765,161.4,$219197.78
house,,53.3004898,-6.2634596,472.5,$111360.71
apartment,,5.1744472,7.7145152,273.4,$65957.92
house,,22.825834,115.003687,493.1,$205910.30
house,Rogaland,67.1335945,16.0707095,321.8,$41983.76
apartment,,15.2113128,120.0278872,257.6,$257137.82
house,,23.142017,113.242025,274.4,$81019.99
apartment,,52.2348348,,374.3,$154000.02
apartment,,25.7829542,,368.1,$194922.29
house,,-27.5948698,-48.5482195,405.3,$177749.72
apartment,,-17.0490108,-41.5612423,305.7,$30150.50
house,,54.9536614,73.3865836,354.2,$291009.55
apartment,,30.741991,121.341969,236.1,$256989.68
apartment,,14.6131569,,92.4,$136862.21
house,,,40.4794612,208.9,$251964.82
house,,26.263406,117.638678,232.6,$63548.97
apartment,,50.98709,14.5696066,378.2,$217258.94
house,,16.5245838,121.5194596,134.7,$220989.67
apartment,,-3.4383637,-39.1482174,133.5,$237738.90
house,Réunion,-21.0504707,55.2828404,202.5,$98444.94
house,,14.84712,-88.831192,307.9,$147560.38
apartment,,31.27707,119.567195,448.3,$31628.01
apartment,,32.5009216,-6.6905458,458.9,$286747.97
house,,14.5792342,120.9965883,389.6,$254048.58
house,,26.571674,117.669428,202.1,$121769.44
house,,-7.1557925,113.5579698,427.8,$150186.91
apartment,,57.9330635,45.1806143,94.9,$215740.78
apartment,Örebro,59.3138173,14.4937714,240.7,$250690.54
apartment,,40.9369019,44.777047,127.8,$256888.51
apartment,,14.5639944,121.0326387,233.3,$245960.89
apartment,,51.3106091,21.2523841,253.0,$55310.69
apartment,,14.7342524,121.0702642,291.3,$214176.29
house,Oaxaca,23.7321074,-103.9832684,431.8,$186037.06
house,,14.299475,-88.1706047,143.7,$157128.72
apartment,Texas,29.9305879,-95.5984925,208.4,$181450.07
house,,15.91448,48.63864,125.9,$271727.45
apartment,Île-de-France,43.4945737,5.8978018,100.2,$135830.38
house,,12.304106,124.834849,131.5,$82704.79
house,,8.1406054,-72.0705185,144.1,$275670.57
house,Texas,32.7274015,-97.2706807,246.2,$58833.39
house,,44.5140354,,311.2,$220807.19
apartment,Castelo Branco,40.0977466,-7.4631571,400.4,$229746.36
apartment,,43.3831419,17.592739,443.8,$201515.23
apartment,,5.7643446,20.670528,398.3,$271826.24
house,Braga,,-8.3509957,384.4,$70597.40
apartment,,53.3194376,18.212466,449.9,$276677.49
apartment,,34.477861,110.084789,391.8,$148708.70
house,,35.8115637,36.2020473,284.6,$42173.03
apartment,,-21.3601809,-48.2282659,255.5,$29291.68
house,,45.2767109,18.3876045,395.7,$221751.22
house,,-3.428803,29.924903,146.4,$262149.46
house,,35.202503,102.521807,207.2,$198081.00
house,,38.226652,115.510218,486.4,$274908.34
house,,-30.0722165,-51.0969571,210.5,$245002.82
house,,36.599744,101.803717,259.6,$288856.71
apartment,,-19.8078961,-43.9875878,371.0,$171355.54
house,,14.697103,122.365336,211.3,$196898.31
house,,39.76389,66.9125,296.1,$83021.57
apartment,,42.8299079,59.0072317,382.1,$101614.06
house,,1.699532,32.0733109,93.1,$194612.41
house,,28.976995,116.762907,339.0,$82736.99
apartment,,9.1249562,124.7445365,188.5,$104124.10
house,,28.653113,77.189308,402.6,$254650.29
apartment,,11.862577,8.9990801,134.2,$251412.60
apartment,,18.4395252,-73.0862735,109.8,$247246.29
house,,26.4755204,67.7240089,242.8,$82431.55
house,,31.4599979,-7.2858562,342.5,$255679.15
house,,-8.3899579,124.6687109,89.4,$213463.29
house,,53.1310185,-6.7449927,307.2,$37698.02
house,,-8.2394,112.2878,165.7,$197252.62
house,,8.1104639,-67.6095967,436.2,$185982.90
house,Gotland,57.6271949,18.2940431,273.2,$178069.07
house,,36.1560347,68.0477509,122.5,$196480.85
house,,8.874948,125.660068,109.1,$295918.61
apartment,,56.3588787,23.2565415,364.5,$45067.62
apartment,Ontario,45.4136084,-66.0783767,122.6,$185321.45
house,,26.5590737,31.6956705,417.7,$162748.80
apartment,,48.574041,39.307815,495.4,$247378.77
apartment,Östergötland,58.3970814,15.69159,145.6,$137650.22
house,,52.3287247,21.1718237,350.8,$72523.61
apartment,,,114.108985,242.3,$57789.98
apartment,,31.574996,35.149421,226.8,$228440.75
house,,55.9835962,37.1465904,313.4,$60216.96
apartment,,51.8204945,68.3636926,161.7,$85956.67
apartment,,-22.314459,-49.0586951,229.6,$131199.40
apartment,,34.728584,112.132488,342.4,$211324.95
house,,31.126412,119.179656,378.9,$236797.73
apartment,,-7.1557925,113.5579698,441.3,$54679.62
house,,-6.9069547,,411.5,$24782.93
house,,23.150928,113.347193,113.1,$202789.85
house,,-7.15376,113.51969,213.2,$128227.97
apartment,,11.7367016,122.0389128,260.8,$190965.94
apartment,,54.6879925,25.2760017,95.3,$134139.79
house,,38.681707,112.337992,304.7,$232796.01
house,,39.344338,113.973592,288.4,$198003.40
apartment,,-5.8002425,-39.734338,437.6,$231612.45
apartment,Ohio,39.6720868,-84.0960056,223.9,$58477.22
house,,-24.7073654,-54.0688562,186.2,$162311.74
apartment,,27.6486636,84.4172666,123.9,$202520.51
house,Vila Real,41.343685,-7.3436907,249.6,$57135.06
apartment,,34.1470534,135.2088227,110.2,$229654.13
apartment,Bayern,48.1700928,11.5776824,141.5,$252362.68
apartment,,6.470326,12.6187506,101.5,$289361.36
apartment,,10.2007985,-64.6334643,328.6,$218818.16
house,,-8.5361861,115.1444487,421.4,$286776.86
house,,31.784791,119.320063,466.3,$83857.82
apartment,Texas,30.671701,-96.3438274,320.7,$171655.24
house,Stockholm,59.3729008,17.8567134,107.0,$25989.36
apartment,,-24.7762704,25.4141193,361.0,$244564.77
apartment,,30.917766,113.957037,270.1,$292605.44
house,Lisboa,38.7004199,-9.2419409,115.9,$83603.13
house,,-13.527778,-73.363333,466.0,$38438.74
house,,46.2433699,14.4192223,214.7,$68875.61
apartment,,10.6135398,-66.8498883,446.3,$193344.21
apartment,,30.5651672,31.1578769,320.9,$180838.86
apartment,Guanajuato,21.1231158,-101.6968667,344.9,$100750.80
house,,-6.97,,161.6,$91926.66
apartment,,,121.725015,178.2,$262910.96
house,,16.228139,120.4936309,440.8,$296334.84
house,,3.7144776,96.8324201,351.3,$156549.70
house,,56.2621893,34.3028279,253.1,$187989.31
apartment,,56.5514786,36.4347173,351.6,$74789.30
apartment,,,-81.1885293,294.0,$152133.53
apartment,,34.0035419,-117.7226392,335.3,$208577.92
house,,-7.5421424,109.7651203,188.4,$288168.70
apartment,,35.3772103,36.1328132,219.4,$35912.71
house,,49.7821352,23.6611306,189.5,$147779.75
house,,25.495241,103.805012,308.0,$295274.76
apartment,,42.1450502,24.7558475,443.7,$197289.11
apartment,,-8.5985,115.1455,242.9,$44849.07
apartment,,7.1774408,124.5350175,156.9,$272839.68
apartment,Île-de-France,,2.281825,237.6,$127796.48
house,,-20.3438619,57.7636821,463.8,$39617.71
house,,42.1090506,48.1941426,328.6,$95495.63
house,,30.999016,102.363193,389.5,$166895.40
house,Stockholm,59.4304876,18.0591041,149.4,$51277.83
apartment,,14.3770919,-87.1242072,277.6,$250520.18
house,,-41.330385,-72.6087019,318.6,$291878.56
house,,-8.6186415,115.1831787,292.7,$31880.45
house,,6.02806,121.89355,498.0,$214778.91
apartment,,-6.2736138,106.6717451,319.9,$72982.19
apartment,,-3.701499,-40.3496894,175.9,$102208.11
apartment,,,,312.0,$264443.30
apartment,,47.0302849,28.7847456,440.3,$178315.57
house,,6.926774,124.4974442,239.9,$192362.74
house,,26.641774,118.17771,476.6,$34835.09
apartment,,-34.6091049,-58.7005845,81.0,$64180.33
apartment,,32.5171226,130.6026459,233.3,$49797.33
house,,36.200252,117.087614,472.1,$228157.68
apartment,,14.3283582,120.9772289,338.5,$32915.75
house,,,-84.2725621,480.8,$45060.90
apartment,,-6.9014042,106.8370122,103.0,$193006.39
house,,4.4979714,-73.9118159,223.7,$126107.14
house,,49.6870858,15.9920641,297.4,$137781.43
house,,31.6891751,-4.9574947,179.5,$120481.33
apartment,,40.9109489,49.0729264,382.6,$204708.70
apartment,,53.2085624,36.7528817,247.3,$205959.41
house,,12.0683397,99.8459774,324.9,$205953.68
house,,-33.5072907,-57.7992243,280.8,$296487.01
house,,61.7575929,31.0233095,292.6,$202341.75
house,,11.3421375,-73.0405277,177.5,$111265.51
apartment,,48.8334498,24.5221952,152.8,$225834.02
house,,37.146294,111.778818,175.5,$225248.60
house,,31.23285,121.467218,435.1,$23354.37
apartment,,,37.4919828,272.0,$31451.49
house,,,13.5668302,447.9,$101295.58
house,,38.570152,114.112961,405.7,$29652.96
apartment,Île-de-France,49.03201,2.080691,137.8,$234160.64
house,,-27.0960682,-48.6178074,271.3,$112427.20
apartment,,-7.0148687,108.3534306,336.5,$245076.72
apartment,Provence-Alpes-Côte d'Azur,47.5113895,1.820875,473.9,$253577.18
apartment,,10.2600338,123.958258,81.1,$282857.77
apartment,,-23.2251621,-45.8861749,273.1,$107589.01
house,,3.5951956,98.6722227,165.9,$49063.90
apartment,,51.9922595,,491.9,$259034.06
apartment,,38.6226736,23.2352639,459.2,$181168.29
apartment,,29.899044,121.844618,102.8,$37437.50
house,,-19.0098182,47.1800893,397.2,$225106.78
house,,30.976156,94.69116,389.1,$56629.67
house,,51.1665287,26.7693629,95.1,$297263.63
house,,31.647135,120.93382,338.6,$153637.82
house,,45.8800176,15.8550922,492.7,$101953.57
apartment,,36.8603732,137.4284822,97.6,$292184.06
apartment,,54.4265348,18.4025756,114.3,$95974.19
apartment,,-7.3024274,112.7137227,132.1,$54001.08
apartment,,39.796583,112.453708,499.4,$168791.03
house,,41.1266172,23.3819761,369.6,$75536.64
apartment,,51.3307349,19.1136024,267.5,$292967.72
apartment,Niederösterreich,48.6386409,15.0253027,283.8,$28622.77
apartment,Provincie Flevoland,52.5077777,5.4757709,364.5,$292850.79
house,,-18.7643566,-51.3429885,423.0,$208165.26
apartment,,25.3141558,49.6299077,162.8,$271088.03
house,,39.8554302,127.6752641,150.7,$113529.99
apartment,,20.5849821,-76.2247366,212.7,$126444.65
apartment,,-17.4474874,-66.3438275,281.8,$122966.17
apartment,Lorraine,49.059828,6.154795,462.9,$158974.91
house,,52.2820161,,355.1,$193890.97
apartment,Florida,28.0003221,-82.5889012,345.7,$234577.06
house,,-24.1973637,-65.2994788,80.3,$161124.92
apartment,Kanton Graubünden,46.8615704,9.5262115,164.6,$235560.96
apartment,,27.1783117,31.1859257,186.4,$191022.93
apartment,,-8.7482,116.3038,369.7,$255759.57
house,,-6.3077304,106.1831224,136.6,$164493.33
apartment,,-6.4237489,20.7956878,344.5,$43866.42
house,Viseu,40.5660046,-8.1351741,94.5,$141096.39
apartment,,-9.3928599,-77.575554,251.7,$171557.27
apartment,Midi-Pyrénées,43.6399974,1.4282563,476.2,$35018.23
apartment,,-7.0872117,110.9134113,125.2,$111913.73
house,,13.365,121.1893,347.5,$266438.96
house,Västerbotten,63.9043836,19.7606455,85.1,$254757.61
house,,0.465467,33.2391334,195.4,$295691.84
house,,-8.3647,123.5718,130.9,$50327.73
house,,,111.11122,204.2,$141240.13
house,,52.00577,33.2615,235.8,$49578.78
apartment,,55.4046005,,142.4,$274550.61
apartment,,-6.9895044,110.4329118,343.4,$219089.11
apartment,,-26.400429,31.1824925,282.1,$289612.35
house,,42.0733374,21.1202878,315.9,$188722.53
apartment,,26.5807374,106.7152864,368.5,$273959.30
apartment,,14.347522,120.9245309,82.2,$73111.11
house,District of Columbia,42.5420213,-91.1118075,376.0,$122081.09
house,,29.538782,110.941004,111.7,$198024.26
house,,14.84712,-88.831192,180.0,$112201.21
apartment,,0.4818193,31.0550093,112.8,$95072.25
apartment,,31.385597,120.980736,175.4,$207097.81
apartment,,35.119385,,256.5,$188652.78
apartment,Nord-Pas-de-Calais,44.1675867,2.0308233,299.5,$205302.15
apartment,Veracruz Llave,19.3387759,-99.1497466,142.3,$49858.81
house,,49.7180346,35.1228303,300.7,$176558.38
house,,29.956538,106.375509,97.6,$42381.25
apartment,,54.4132559,100.4819389,499.6,$94992.29
house,Porto,41.2166819,-8.0597042,496.0,$47020.72
house,,-32.0355634,-52.0918239,106.8,$82374.21
house,Kedah,6.1244023,100.3674801,263.0,$107816.60
house,,42.5257603,21.1225078,370.1,$299768.22
apartment,Newfoundland and Labrador,47.61668,-57.61516,89.4,$218375.05
apartment,,52.5928523,21.458395,279.1,$83311.77
apartment,,51.3854177,20.4867499,283.5,$264763.43
apartment,,13.657259,123.5098357,342.6,$84083.61
apartment,,-6.3731,105.8312,329.4,$138404.81
apartment,,47.98257,,200.4,$162076.50
apartment,,42.0256471,24.1082622,385.8,$182748.16
house,,-6.1492453,106.8906727,261.9,$265771.63
house,Västmanland,59.719721,16.4276415,367.2,$140675.61
apartment,,-23.6818396,-46.620967,484.3,$82265.01
house,,18.4762228,-77.8938895,270.9,$218485.33
apartment,,-10.6527113,123.2307067,375.5,$204556.40
apartment,,26.855047,100.22775,409.1,$82052.96
house,,17.686931,103.9608091,254.6,$158228.97
house,,23.131797,113.407143,374.7,$182548.47
apartment,,-16.1941783,-67.7288125,322.0,$202425.43
house,Viana do Castelo,41.6570939,-8.573081,341.0,$30120.36
apartment,,-7.406895,111.0370989,226.7,$125492.01
house,,34.0740905,70.2884528,177.3,$168599.42
house,Québec,47.4376347,-70.5082419,344.3,$259598.90
house,,29.560254,106.454213,496.7,$136195.66
house,,-8.2464,115.5631,392.0,$85461.00
apartment,,4.1382779,97.286868,425.2,$43072.64
house,,23.776981,111.416025,168.8,$25175.38
house,,26.66061,119.526299,430.9,$30737.53
apartment,,51.7888924,,117.3,$249943.80
apartment,,31.463475,120.649341,151.7,$78952.58
house,,56.495472,93.2782749,344.4,$144329.52
house,,-7.3522365,108.0450467,325.9,$256101.28
house,,25.257168,116.421093,482.5,$39409.88
house,,-2.389643,112.907402,410.8,$168461.96
apartment,,37.535809,121.386029,325.1,$227703.12
apartment,,-16.1001798,167.4164063,179.0,$279025.31
apartment,,-27.3482312,,400.6,$112160.25
apartment,Texas,32.7030883,-96.8029489,452.1,$185449.83
house,Florida,30.2102306,-81.7458845,404.6,$292175.86
apartment,,54.305019,23.747034,128.4,$71308.25
apartment,Québec,45.4235609,-73.9319061,178.2,$298596.28
apartment,,52.9779583,49.4270742,153.5,$66843.89
apartment,,48.043204,38.1393965,180.5,$260515.39
house,,51.626324,39.4129061,299.7,$62158.01
apartment,,7.8286837,-72.3022522,114.4,$213620.64
house,,52.6396679,-9.4904891,448.5,$71952.65
apartment,,34.540852,109.44096,354.5,$235341.21
house,,-7.1274078,113.5282081,440.8,$87738.52
apartment,,14.576059,121.122805,306.1,$184636.83
house,,50.4305778,18.1872242,128.3,$96365.40
house,,-6.8353111,107.9561464,484.6,$145188.30
apartment,,13.5369065,-87.485158,116.6,$58979.74
house,,53.944,,306.3,$211291.21
house,,-22.6031668,-48.8041532,364.4,$216147.86
apartment,,49.4922202,18.3370739,240.8,$258864.87
apartment,,29.841047,112.673519,413.1,$282881.29
apartment,,,-42.941698,140.0,$90269.35
house,,-22.0028763,27.8428651,149.5,$271636.53
house,,-6.7387737,106.8768415,134.8,$201777.87
house,,40.842356,111.749995,157.4,$155420.63
house,Île-de-France,,,347.2,$249685.80
house,Alberta,50.78342,-112.46854,318.1,$168175.18
house,Comunidad Valenciana,39.9658255,-0.0419877,335.0,$280967.13
apartment,,-23.4739979,-53.088539,97.2,$296366.45
apartment,,51.5076941,18.1208003,263.5,$57572.65
house,,34.728584,112.132488,449.7,$263639.80
apartment,Rhône-Alpes,45.7397125,4.8372255,309.8,$64375.92
house,,25.953512,115.685583,220.4,$231448.98
house,,29.448128,116.04506,321.5,$124747.15
house,Västerbotten,63.827461,20.2599325,453.4,$144395.27
house,,27.096969,119.632262,126.6,$120058.36
house,,13.869601,124.3090475,339.7,$108577.47
house,,24.44218,114.938684,382.6,$135155.80
apartment,Champagne-Ardenne,48.9782015,4.3827303,135.0,$83461.87
apartment,,52.735825,20.7121262,374.2,$259434.96
apartment,,51.1173534,17.0225772,389.2,$216543.87
apartment,,40.7069884,22.5450139,219.3,$126837.94
apartment,,-25.6221943,-54.5655489,496.6,$70057.61
house,Santarém,,-8.6542956,134.5,$78635.95
apartment,Haute-Normandie,47.8225694,0.3908219,314.5,$250177.39
house,Ilha de São Miguel,38.707638,-9.197834,186.0,$241104.33
house,,-23.8158392,-45.3664809,193.6,$38005.77
apartment,Blekinge,56.1747912,14.756367,290.0,$247204.56
apartment,,32.562824,104.559168,377.5,$250425.20
apartment,,-7.7072394,110.500097,227.0,$160261.90
house,Abruzzi,42.4353312,14.222154,433.0,$220125.50
house,,37.646108,120.477813,294.2,$65788.92
house,,60.9847449,76.4585878,456.6,$208005.66
apartment,,-6.6672821,108.4271062,192.7,$168287.14
house,,-28.051106,-56.0197578,378.5,$108340.97
